community_name,district,sub_district,total_price,unit_price,floor_area,layout,rooms,halls,floor,total_floors,orientation,decoration,construction_year,building_age,near_subway,listing_time,listing_link,floor_type,decoration_level,floor_type_encoded,orientation_south,district_Binjiang,district_Fuyang,district_Gongshu,district_Jianggan,district_Linan,district_Linping,district_Qiantang,district_Shangcheng,district_Xiacheng,district_Xiaoshan,district_Xihu,district_Yuhang,floor_ratio,price_per_room,area_per_room,age_category,area_category,price_category
Fuxing Court,Qiantang,Xiasha,422.8,32397.0,130.5,3BR 2LR,3,2,Low Floor,25.0,Southeast,Fine,2006.0,20.0,1,104 days ago,https://hz.lianjia.com/ershoufang/100000700.html,Low Floor,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,0.25,140.93333333333334,43.5,15-20yr,120-150sqm,4-5M
Zhaohui New Village,Jianggan,Central,541.8,41200.0,131.5,3BR 1LR,3,1,Middle Floor,18.0,North-South,Fine,2012.0,14.0,0,42 days ago,https://hz.lianjia.com/ershoufang/100000701.html,Middle Floor,3,1,1,False,False,False,True,False,False,False,False,False,False,False,False,0.5,180.6,43.833333333333336,10-15yr,120-150sqm,>5M
Shimao Villa,Fuyang,Central,171.8,13658.0,125.8,3BR 2LR,3,2,Middle Floor,11.0,South,Luxury,2022.0,4.0,1,99 days ago,https://hz.lianjia.com/ershoufang/100000702.html,Middle Floor,4,1,1,False,True,False,False,False,False,False,False,False,False,False,False,0.5,57.26666666666667,41.93333333333333,0-5yr,120-150sqm,1.5-2M
Merchants Garden,Fuyang,Central,147.3,15733.0,93.6,2BR 2LR,2,2,Low Floor,18.0,West,Unfinished,2014.0,12.0,1,3 days ago,https://hz.lianjia.com/ershoufang/100000703.html,Low Floor,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,0.25,73.65,46.8,10-15yr,90-120sqm,1-1.5M
Evergrande World,Xiaoshan,Beigan,368.4,37402.0,98.5,1BR 0LR,1,0,Middle Floor,25.0,East-West,Simple,2018.0,8.0,0,47 days ago,https://hz.lianjia.com/ershoufang/100000704.html,Middle Floor,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,0.5,368.4,98.5,5-10yr,90-120sqm,3-4M
Shimao Garden,Binjiang,Changhe,468.4,38461.0,121.8,3BR 2LR,3,2,High Floor,11.0,North-South,Simple,2013.0,13.0,0,36 days ago,https://hz.lianjia.com/ershoufang/100000705.html,High Floor,1,2,1,True,False,False,False,False,False,False,False,False,False,False,False,0.75,156.13333333333333,40.6,10-15yr,120-150sqm,4-5M
CIFI Apartment,Xiaoshan,Shushan,357.5,38036.0,94.0,1BR 1LR,1,1,Middle Floor,32.0,North,Luxury,1999.0,27.0,1,112 days ago,https://hz.lianjia.com/ershoufang/100000706.html,Middle Floor,4,1,0,False,False,False,False,False,False,False,False,False,True,False,False,0.5,357.5,94.0,20-30yr,90-120sqm,3-4M
Poly Place,Gongshu,Xiangfu,189.5,42119.0,45.0,4BR 2LR,4,2,Middle Floor,25.0,North-South,Medium,2013.0,13.0,0,12 days ago,https://hz.lianjia.com/ershoufang/100000707.html,Middle Floor,2,1,1,False,False,True,False,False,False,False,False,False,False,False,False,0.5,47.375,11.25,10-15yr,<50sqm,1.5-2M
Desheng Community,Binjiang,Puyan,208.9,25046.0,83.4,2BR 1LR,2,1,Low Floor,11.0,East,Simple,2013.0,13.0,0,114 days ago,https://hz.lianjia.com/ershoufang/100000708.html,Low Floor,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,0.25,104.45,41.7,10-15yr,70-90sqm,2-3M
Wangjiang Community,Yuhang,Xianlin,338.1,27073.0,124.9,3BR 2LR,3,2,Middle Floor,18.0,North-South,Simple,2010.0,16.0,0,111 days ago,https://hz.lianjia.com/ershoufang/100000709.html,Middle Floor,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,112.7,41.63333333333333,15-20yr,120-150sqm,3-4M
Jinmao Villa,Gongshu,Daguan,393.7,34845.0,113.0,2BR 1LR,2,1,Middle Floor,18.0,North-South,Fine,2007.0,19.0,1,11 days ago,https://hz.lianjia.com/ershoufang/100000710.html,Middle Floor,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,0.5,196.85,56.5,15-20yr,90-120sqm,3-4M
Jinjiang Homeland,Xiaoshan,Xintang,252.4,27227.0,92.7,2BR 1LR,2,1,High Floor,25.0,South,Unfinished,2013.0,13.0,1,17 days ago,https://hz.lianjia.com/ershoufang/100000711.html,High Floor,0,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,126.2,46.35,10-15yr,90-120sqm,2-3M
COLI Center,Shangcheng,Wangjiang,257.3,46189.0,55.7,5BR 2LR,5,2,High Floor,32.0,Southeast,Fine,2008.0,18.0,0,141 days ago,https://hz.lianjia.com/ershoufang/100000712.html,High Floor,3,2,1,False,False,False,False,False,False,False,True,False,False,False,False,0.75,51.46,11.14,15-20yr,50-70sqm,2-3M
Poly Garden,Xiaoshan,Xintang,523.7,33960.0,154.2,5BR 2LR,5,2,High Floor,33.0,East,Luxury,2003.0,23.0,0,149 days ago,https://hz.lianjia.com/ershoufang/100000713.html,High Floor,4,2,0,False,False,False,False,False,False,False,False,False,True,False,False,0.75,104.74000000000001,30.839999999999996,20-30yr,>150sqm,>5M
Merchants Garden,Linan,Central,279.3,26370.0,105.9,2BR 1LR,2,1,Middle Floor,11.0,South,Medium,2012.0,14.0,1,152 days ago,https://hz.lianjia.com/ershoufang/100000714.html,Middle Floor,2,1,1,False,False,False,False,True,False,False,False,False,False,False,False,0.5,139.65,52.95,10-15yr,90-120sqm,2-3M
Wensan Apartment,Xiacheng,Central,228.9,34994.0,65.4,3BR 2LR,3,2,Low Floor,25.0,North,Fine,1997.0,29.0,1,81 days ago,https://hz.lianjia.com/ershoufang/100000715.html,Low Floor,3,0,0,False,False,False,False,False,False,False,False,True,False,False,False,0.25,76.3,21.8,20-30yr,50-70sqm,2-3M
Xiaoying Complex,Linping,Central,234.4,22985.0,102.0,4BR 2LR,4,2,Middle Floor,33.0,South,Medium,2025.0,1.0,0,130 days ago,https://hz.lianjia.com/ershoufang/100000716.html,Middle Floor,2,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0.5,58.6,25.5,0-5yr,90-120sqm,2-3M
Gemdale Homeland,Yuhang,Old Yuhang,233.8,17913.0,130.5,4BR 2LR,4,2,Middle Floor,18.0,South,Fine,2025.0,1.0,0,51 days ago,https://hz.lianjia.com/ershoufang/100000717.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,58.45,32.625,0-5yr,120-150sqm,2-3M
CR Land Mansion,Xiacheng,Central,376.9,54304.0,69.4,2BR 1LR,2,1,High Floor,32.0,North-South,Fine,2009.0,17.0,1,60 days ago,https://hz.lianjia.com/ershoufang/100000718.html,High Floor,3,2,1,False,False,False,False,False,False,False,False,True,False,False,False,0.75,188.45,34.7,15-20yr,50-70sqm,3-4M
CIFI Complex,Binjiang,Puyan,588.6,46458.0,126.7,4BR 2LR,4,2,High Floor,25.0,South,Unfinished,2013.0,13.0,1,43 days ago,https://hz.lianjia.com/ershoufang/100000719.html,High Floor,0,2,1,True,False,False,False,False,False,False,False,False,False,False,False,0.75,147.15,31.675,10-15yr,120-150sqm,>5M
Wangjiang Community,Yuhang,Gouzhuang,262.7,25962.0,101.2,4BR 2LR,4,2,Low Floor,18.0,Southeast,Fine,2014.0,12.0,1,126 days ago,https://hz.lianjia.com/ershoufang/100000720.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,65.675,25.3,10-15yr,90-120sqm,2-3M
COLI Garden,Shangcheng,Ziyang,318.2,60502.0,52.6,1BR 0LR,1,0,Low Floor,25.0,Southeast,Medium,2025.0,1.0,1,113 days ago,https://hz.lianjia.com/ershoufang/100000721.html,Low Floor,2,0,1,False,False,False,False,False,False,False,True,False,False,False,False,0.25,318.2,52.6,0-5yr,50-70sqm,3-4M
Cuiyuan Plaza,Xiaoshan,Ningwei,192.0,32318.0,59.4,2BR 1LR,2,1,Middle Floor,7.0,South,Fine,2005.0,21.0,1,56 days ago,https://hz.lianjia.com/ershoufang/100000722.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,96.0,29.7,20-30yr,50-70sqm,1.5-2M
Greentown Mansion,Xiaoshan,Chengxiang,193.2,38259.0,50.5,5BR 2LR,5,2,Low Floor,32.0,West,Medium,2002.0,24.0,0,171 days ago,https://hz.lianjia.com/ershoufang/100000723.html,Low Floor,2,0,0,False,False,False,False,False,False,False,False,False,True,False,False,0.25,38.64,10.1,20-30yr,50-70sqm,1.5-2M
Shimao Bay,Yuhang,Gouzhuang,156.3,21823.0,71.6,2BR 2LR,2,2,High Floor,6.0,South,Simple,2025.0,1.0,0,47 days ago,https://hz.lianjia.com/ershoufang/100000724.html,High Floor,1,2,1,False,False,False,False,False,False,False,False,False,False,False,True,0.75,78.15,35.8,0-5yr,70-90sqm,1.5-2M
Jinjiang Complex,Xiaoshan,Ningwei,258.9,38076.0,68.0,2BR 1LR,2,1,High Floor,32.0,South,Medium,2013.0,13.0,1,153 days ago,https://hz.lianjia.com/ershoufang/100000725.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,129.45,34.0,10-15yr,50-70sqm,2-3M
CIFI Bay,Fuyang,Central,199.5,23329.0,85.5,3BR 1LR,3,1,High Floor,11.0,Southwest,Medium,2025.0,1.0,1,72 days ago,https://hz.lianjia.com/ershoufang/100000726.html,High Floor,2,2,1,False,True,False,False,False,False,False,False,False,False,False,False,0.75,66.5,28.5,0-5yr,70-90sqm,1.5-2M
Ziyang Center,Xiacheng,Central,134.8,20668.0,65.2,3BR 2LR,3,2,Middle Floor,25.0,South,Medium,2014.0,12.0,0,10 days ago,https://hz.lianjia.com/ershoufang/100000727.html,Middle Floor,2,1,1,False,False,False,False,False,False,False,False,True,False,False,False,0.5,44.93333333333334,21.733333333333334,10-15yr,50-70sqm,1-1.5M
Longfor Garden,Shangcheng,Ziyang,351.0,42801.0,82.0,1BR 1LR,1,1,High Floor,18.0,South,Fine,1986.0,40.0,1,39 days ago,https://hz.lianjia.com/ershoufang/100000728.html,High Floor,3,2,1,False,False,False,False,False,False,False,True,False,False,False,False,0.75,351.0,82.0,30yr+,70-90sqm,3-4M
Shimao Court,Binjiang,Xixing,314.3,43592.0,72.1,5BR 2LR,5,2,Middle Floor,33.0,Northeast,Simple,2013.0,13.0,1,101 days ago,https://hz.lianjia.com/ershoufang/100000729.html,Middle Floor,1,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0.5,62.86,14.419999999999998,10-15yr,70-90sqm,3-4M
Jinmao Bay,Shangcheng,Xiaoying,360.5,58908.0,61.2,2BR 1LR,2,1,Low Floor,11.0,South,Medium,1999.0,27.0,1,92 days ago,https://hz.lianjia.com/ershoufang/100000730.html,Low Floor,2,0,1,False,False,False,False,False,False,False,True,False,False,False,False,0.25,180.25,30.6,20-30yr,50-70sqm,3-4M
Merchants Homeland,Binjiang,Changhe,362.9,28965.0,125.3,5BR 2LR,5,2,Low Floor,11.0,South,Unfinished,2021.0,5.0,0,48 days ago,https://hz.lianjia.com/ershoufang/100000731.html,Low Floor,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0.25,72.58,25.06,0-5yr,120-150sqm,3-4M
Country Garden Apartment,Xiaoshan,Beigan,189.1,27768.0,68.1,2BR 2LR,2,2,Low Floor,7.0,South,Medium,2025.0,1.0,0,146 days ago,https://hz.lianjia.com/ershoufang/100000732.html,Low Floor,2,0,1,False,False,False,False,False,False,False,False,False,True,False,False,0.25,94.55,34.05,0-5yr,50-70sqm,1.5-2M
Yango Mansion,Gongshu,Shangtang,196.6,38177.0,51.5,3BR 2LR,3,2,High Floor,32.0,West,Fine,2004.0,22.0,1,33 days ago,https://hz.lianjia.com/ershoufang/100000733.html,High Floor,3,2,0,False,False,True,False,False,False,False,False,False,False,False,False,0.75,65.53333333333333,17.166666666666668,20-30yr,50-70sqm,1.5-2M
Vanke New Village,Jianggan,Central,446.7,37666.0,118.6,2BR 2LR,2,2,High Floor,18.0,South,Simple,2007.0,19.0,0,134 days ago,https://hz.lianjia.com/ershoufang/100000734.html,High Floor,1,2,1,False,False,False,True,False,False,False,False,False,False,False,False,0.75,223.35,59.3,15-20yr,90-120sqm,4-5M
CR Land Court,Gongshu,Daguan,214.1,31861.0,67.2,3BR 2LR,3,2,High Floor,18.0,Southeast,Medium,2012.0,14.0,0,110 days ago,https://hz.lianjia.com/ershoufang/100000735.html,High Floor,2,2,1,False,False,True,False,False,False,False,False,False,False,False,False,0.75,71.36666666666666,22.400000000000002,10-15yr,50-70sqm,2-3M
Country Garden Garden,Qiantang,Xiasha,355.1,38353.0,92.6,2BR 1LR,2,1,Low Floor,32.0,South,Simple,2025.0,1.0,1,28 days ago,https://hz.lianjia.com/ershoufang/100000736.html,Low Floor,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,0.25,177.55,46.3,0-5yr,90-120sqm,3-4M
Wangjiang World,Binjiang,Xixing,272.6,41301.0,66.0,2BR 1LR,2,1,Middle Floor,33.0,South,Medium,2006.0,20.0,1,163 days ago,https://hz.lianjia.com/ershoufang/100000737.html,Middle Floor,2,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0.5,136.3,33.0,15-20yr,50-70sqm,2-3M
COLI Apartment,Fuyang,Central,117.5,13084.0,89.8,5BR 3LR,5,3,Low Floor,33.0,East,Luxury,2025.0,1.0,0,163 days ago,https://hz.lianjia.com/ershoufang/100000738.html,Low Floor,4,0,0,False,True,False,False,False,False,False,False,False,False,False,False,0.25,23.5,17.96,0-5yr,70-90sqm,1-1.5M
Sunac World,Binjiang,Xixing,224.1,54383.0,41.2,2BR 1LR,2,1,High Floor,18.0,East,Fine,2014.0,12.0,0,97 days ago,https://hz.lianjia.com/ershoufang/100000739.html,High Floor,3,2,0,True,False,False,False,False,False,False,False,False,False,False,False,0.75,112.05,20.6,10-15yr,<50sqm,2-3M
COLI City,Xihu,Cuiyuan,241.8,37953.0,63.7,3BR 2LR,3,2,Middle Floor,11.0,East,Fine,2003.0,23.0,1,170 days ago,https://hz.lianjia.com/ershoufang/100000740.html,Middle Floor,3,1,0,False,False,False,False,False,False,False,False,False,False,True,False,0.5,80.60000000000001,21.233333333333334,20-30yr,50-70sqm,2-3M
Sanliting City,Shangcheng,Qingbo,455.6,49094.0,92.8,4BR 2LR,4,2,High Floor,18.0,North-South,Simple,2012.0,14.0,0,158 days ago,https://hz.lianjia.com/ershoufang/100000741.html,High Floor,1,2,1,False,False,False,False,False,False,False,True,False,False,False,False,0.75,113.9,23.2,10-15yr,90-120sqm,4-5M
Vanke World,Xiaoshan,Chengxiang,139.3,15792.0,88.2,3BR 2LR,3,2,Low Floor,11.0,South,Simple,2025.0,1.0,0,154 days ago,https://hz.lianjia.com/ershoufang/100000742.html,Low Floor,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,0.25,46.43333333333334,29.400000000000002,0-5yr,70-90sqm,1-1.5M
Merchants Community,Xiaoshan,Ningwei,271.8,23841.0,114.0,3BR 2LR,3,2,High Floor,32.0,South,Fine,2021.0,5.0,0,46 days ago,https://hz.lianjia.com/ershoufang/100000743.html,High Floor,3,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,90.60000000000001,38.0,0-5yr,90-120sqm,2-3M
Jingfang City,Linping,Central,302.5,25000.0,121.0,2BR 1LR,2,1,Low Floor,18.0,North-South,Unfinished,2012.0,14.0,1,25 days ago,https://hz.lianjia.com/ershoufang/100000744.html,Low Floor,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0.25,151.25,60.5,10-15yr,120-150sqm,3-4M
Wangjiang New Village,Yuhang,Gouzhuang,189.6,20478.0,92.6,3BR 2LR,3,2,Low Floor,32.0,Northwest,Fine,2006.0,20.0,1,100 days ago,https://hz.lianjia.com/ershoufang/100000745.html,Low Floor,3,0,0,False,False,False,False,False,False,False,False,False,False,False,True,0.25,63.199999999999996,30.866666666666664,15-20yr,90-120sqm,1.5-2M
Country Garden Place,Xihu,Wenxin,579.1,46968.0,123.3,4BR 2LR,4,2,Low Floor,25.0,North-South,Fine,2004.0,22.0,1,80 days ago,https://hz.lianjia.com/ershoufang/100000746.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,False,True,False,0.25,144.775,30.825,20-30yr,120-150sqm,>5M
Ziyang Complex,Yuhang,Liangzhu,546.4,41645.0,131.2,3BR 2LR,3,2,High Floor,33.0,Southeast,Medium,2025.0,1.0,1,62 days ago,https://hz.lianjia.com/ershoufang/100000747.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,False,False,False,True,0.75,182.13333333333333,43.73333333333333,0-5yr,120-150sqm,>5M
Merchants Court,Linping,Central,161.2,26996.0,59.7,5BR 2LR,5,2,High Floor,32.0,South,Fine,2012.0,14.0,1,120 days ago,https://hz.lianjia.com/ershoufang/100000748.html,High Floor,3,2,1,False,False,False,False,False,True,False,False,False,False,False,False,0.75,32.239999999999995,11.940000000000001,10-15yr,50-70sqm,1.5-2M
Ziyang City,Yuhang,Old Yuhang,308.6,20168.0,153.0,5BR 3LR,5,3,Middle Floor,18.0,North-South,Medium,2025.0,1.0,1,50 days ago,https://hz.lianjia.com/ershoufang/100000749.html,Middle Floor,2,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,61.720000000000006,30.6,0-5yr,>150sqm,3-4M
Wangjiang Mansion,Yuhang,Liangzhu,262.3,26767.0,98.0,2BR 1LR,2,1,Middle Floor,11.0,Southeast,Luxury,2021.0,5.0,0,78 days ago,https://hz.lianjia.com/ershoufang/100000750.html,Middle Floor,4,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,131.15,49.0,0-5yr,90-120sqm,2-3M
Wensan Community,Yuhang,Cangqian,292.6,30099.0,97.2,2BR 2LR,2,2,Middle Floor,18.0,South,Fine,2015.0,11.0,1,142 days ago,https://hz.lianjia.com/ershoufang/100000751.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,146.3,48.6,10-15yr,90-120sqm,2-3M
Jinmao Apartment,Shangcheng,Nanxing,284.4,45137.0,63.0,4BR 2LR,4,2,High Floor,25.0,West,Medium,2019.0,7.0,0,18 days ago,https://hz.lianjia.com/ershoufang/100000752.html,High Floor,2,2,0,False,False,False,False,False,False,False,True,False,False,False,False,0.75,71.1,15.75,5-10yr,50-70sqm,2-3M
Poly Plaza,Xiaoshan,Ningwei,171.8,32109.0,53.5,1BR 0LR,1,0,High Floor,11.0,Southeast,Luxury,2024.0,2.0,0,86 days ago,https://hz.lianjia.com/ershoufang/100000753.html,High Floor,4,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,171.8,53.5,0-5yr,50-70sqm,1.5-2M
Evergrande Place,Xiacheng,Central,404.9,58350.0,69.4,3BR 2LR,3,2,Middle Floor,7.0,South,Unfinished,2002.0,24.0,1,140 days ago,https://hz.lianjia.com/ershoufang/100000754.html,Middle Floor,0,1,1,False,False,False,False,False,False,False,False,True,False,False,False,0.5,134.96666666666667,23.133333333333336,20-30yr,50-70sqm,4-5M
Gemdale Homeland,Xiaoshan,Xintang,339.4,36262.0,93.6,1BR 1LR,1,1,Middle Floor,25.0,South,Fine,2005.0,21.0,0,103 days ago,https://hz.lianjia.com/ershoufang/100000755.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,339.4,93.6,20-30yr,90-120sqm,3-4M
CIFI Bay,Shangcheng,Hubin,213.8,31914.0,67.0,5BR 2LR,5,2,Low Floor,18.0,South,Fine,2009.0,17.0,1,33 days ago,https://hz.lianjia.com/ershoufang/100000756.html,Low Floor,3,0,1,False,False,False,False,False,False,False,True,False,False,False,False,0.25,42.760000000000005,13.4,15-20yr,50-70sqm,2-3M
Desheng Bay,Yuhang,Old Yuhang,301.5,23317.0,129.3,3BR 2LR,3,2,Low Floor,33.0,Southwest,Medium,2016.0,10.0,1,18 days ago,https://hz.lianjia.com/ershoufang/100000757.html,Low Floor,2,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,100.5,43.1,5-10yr,120-150sqm,3-4M
Yango Mansion,Fuyang,Central,310.9,26691.0,116.5,5BR 2LR,5,2,High Floor,32.0,North-South,Medium,2025.0,1.0,0,32 days ago,https://hz.lianjia.com/ershoufang/100000758.html,High Floor,2,2,1,False,True,False,False,False,False,False,False,False,False,False,False,0.75,62.17999999999999,23.3,0-5yr,90-120sqm,3-4M
Zhaohui Complex,Jianggan,Central,430.3,41375.0,104.0,1BR 1LR,1,1,Middle Floor,25.0,Northeast,Simple,2015.0,11.0,1,114 days ago,https://hz.lianjia.com/ershoufang/100000759.html,Middle Floor,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,0.5,430.3,104.0,10-15yr,90-120sqm,4-5M
Poly Complex,Gongshu,Daguan,327.5,38129.0,85.9,3BR 2LR,3,2,Middle Floor,18.0,Southwest,Fine,2021.0,5.0,1,128 days ago,https://hz.lianjia.com/ershoufang/100000760.html,Middle Floor,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,0.5,109.16666666666667,28.633333333333336,0-5yr,70-90sqm,3-4M
Yango World,Qiantang,Xiasha,283.0,32600.0,86.8,4BR 2LR,4,2,Low Floor,25.0,West,Fine,2017.0,9.0,1,79 days ago,https://hz.lianjia.com/ershoufang/100000761.html,Low Floor,3,0,0,False,False,False,False,False,False,True,False,False,False,False,False,0.25,70.75,21.7,5-10yr,70-90sqm,2-3M
Fuxing Mansion,Jianggan,Central,369.4,60757.0,60.8,5BR 2LR,5,2,Middle Floor,32.0,North-South,Fine,2025.0,1.0,0,82 days ago,https://hz.lianjia.com/ershoufang/100000762.html,Middle Floor,3,1,1,False,False,False,True,False,False,False,False,False,False,False,False,0.5,73.88,12.16,0-5yr,50-70sqm,3-4M
Longfor Court,Xiaoshan,Shushan,592.4,35559.0,166.6,3BR 2LR,3,2,High Floor,25.0,South,Fine,2022.0,4.0,0,59 days ago,https://hz.lianjia.com/ershoufang/100000763.html,High Floor,3,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,197.46666666666667,55.53333333333333,0-5yr,>150sqm,>5M
Qingbo Place,Linping,Central,185.5,24467.0,75.8,2BR 1LR,2,1,Middle Floor,33.0,North-South,Fine,2006.0,20.0,0,147 days ago,https://hz.lianjia.com/ershoufang/100000764.html,Middle Floor,3,1,1,False,False,False,False,False,True,False,False,False,False,False,False,0.5,92.75,37.9,15-20yr,70-90sqm,1.5-2M
Jinmao World,Xiaoshan,Xintang,290.8,31544.0,92.2,3BR 2LR,3,2,Low Floor,18.0,Southeast,Luxury,2025.0,1.0,0,14 days ago,https://hz.lianjia.com/ershoufang/100000765.html,Low Floor,4,0,1,False,False,False,False,False,False,False,False,False,True,False,False,0.25,96.93333333333334,30.733333333333334,0-5yr,90-120sqm,2-3M
Evergrande Place,Qiantang,Xiasha,282.7,27076.0,104.4,2BR 1LR,2,1,Middle Floor,11.0,North-South,Fine,2025.0,1.0,1,68 days ago,https://hz.lianjia.com/ershoufang/100000766.html,Middle Floor,3,1,1,False,False,False,False,False,False,True,False,False,False,False,False,0.5,141.35,52.2,0-5yr,90-120sqm,2-3M
CR Land Mansion,Yuhang,Old Yuhang,223.4,20999.0,106.4,5BR 2LR,5,2,Middle Floor,18.0,South,Unfinished,2014.0,12.0,0,138 days ago,https://hz.lianjia.com/ershoufang/100000767.html,Middle Floor,0,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,44.68,21.28,10-15yr,90-120sqm,2-3M
Xiaoying Garden,Xihu,Wenxin,551.7,54511.0,101.2,3BR 2LR,3,2,Low Floor,33.0,Southeast,Simple,2019.0,7.0,1,174 days ago,https://hz.lianjia.com/ershoufang/100000768.html,Low Floor,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,0.25,183.9,33.733333333333334,5-10yr,90-120sqm,>5M
Desheng Apartment,Xiaoshan,Ningwei,466.3,42314.0,110.2,2BR 1LR,2,1,High Floor,6.0,Northwest,Fine,2004.0,13.0,1,20 days ago,https://hz.lianjia.com/ershoufang/100000769.html,High Floor,3,2,0,False,False,False,False,False,False,False,False,False,True,False,False,0.75,233.15,55.1,10-15yr,90-120sqm,4-5M
Jinmao World,Binjiang,Xixing,83.2,13307.0,62.5,4BR 2LR,4,2,Low Floor,11.0,Southeast,Simple,2025.0,1.0,1,13 days ago,https://hz.lianjia.com/ershoufang/100000770.html,Low Floor,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0.25,20.8,15.625,0-5yr,50-70sqm,<1M
Greentown New Village,Yuhang,Cangqian,296.2,32304.0,91.7,2BR 1LR,2,1,Middle Floor,18.0,Southeast,Simple,2024.0,2.0,1,24 days ago,https://hz.lianjia.com/ershoufang/100000771.html,Middle Floor,1,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,148.1,45.85,0-5yr,90-120sqm,2-3M
Evergrande Community,Binjiang,Changhe,363.0,44004.0,82.5,3BR 2LR,3,2,Low Floor,11.0,South,Medium,2003.0,23.0,0,74 days ago,https://hz.lianjia.com/ershoufang/100000772.html,Low Floor,2,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0.25,121.0,27.5,20-30yr,70-90sqm,3-4M
Desheng Place,Gongshu,Banshan,216.3,37173.0,58.2,3BR 2LR,3,2,Middle Floor,25.0,North-South,Simple,2018.0,8.0,0,163 days ago,https://hz.lianjia.com/ershoufang/100000773.html,Middle Floor,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,0.5,72.10000000000001,19.400000000000002,5-10yr,50-70sqm,2-3M
Sanliting Villa,Gongshu,Banshan,245.3,36771.0,66.7,1BR 1LR,1,1,Low Floor,7.0,South,Fine,2011.0,15.0,1,97 days ago,https://hz.lianjia.com/ershoufang/100000774.html,Low Floor,3,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0.25,245.3,66.7,10-15yr,50-70sqm,2-3M
Wangjiang Plaza,Yuhang,Xianlin,343.8,45114.0,76.2,2BR 1LR,2,1,Middle Floor,7.0,South,Medium,2003.0,23.0,0,159 days ago,https://hz.lianjia.com/ershoufang/100000775.html,Middle Floor,2,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,171.9,38.1,20-30yr,70-90sqm,3-4M
Poly Mansion,Xiaoshan,Chengxiang,261.5,31736.0,82.4,5BR 2LR,5,2,High Floor,32.0,North-South,Fine,2001.0,25.0,1,53 days ago,https://hz.lianjia.com/ershoufang/100000776.html,High Floor,3,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,52.3,16.48,20-30yr,70-90sqm,2-3M
Yango Apartment,Gongshu,Shangtang,139.8,28522.0,49.0,2BR 1LR,2,1,High Floor,33.0,Southeast,Fine,2014.0,12.0,0,127 days ago,https://hz.lianjia.com/ershoufang/100000777.html,High Floor,3,2,1,False,False,True,False,False,False,False,False,False,False,False,False,0.75,69.9,24.5,10-15yr,<50sqm,1-1.5M
Jinmao Court,Yuhang,Wuchang,90.2,20227.0,44.6,4BR 2LR,4,2,Middle Floor,11.0,North-South,Fine,2022.0,4.0,0,38 days ago,https://hz.lianjia.com/ershoufang/100000778.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,22.55,11.15,0-5yr,<50sqm,<1M
Poly Center,Yuhang,Cangqian,267.1,29745.0,89.8,3BR 1LR,3,1,Middle Floor,18.0,North-South,Fine,2003.0,23.0,1,146 days ago,https://hz.lianjia.com/ershoufang/100000779.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,89.03333333333335,29.933333333333334,20-30yr,70-90sqm,2-3M
